,Compound Score,Counter,Date,Negative Score,Neutral Score,Positive Score,Source Account,Text
48,-0.3182,49,Fri Jan 12 06:19:52 +0000 2018,0.113,0.887,0.0,951700236476411904,@CNN I notice many comments from Trumpsters. Once I was shocked by the comments from many Chinese who are insensiti… https://t.co/yRWQwSdexH
49,0.0094,50,Fri Jan 12 06:19:52 +0000 2018,0.094,0.81,0.096,951700236455444481,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
50,0.0094,51,Fri Jan 12 06:19:52 +0000 2018,0.094,0.81,0.096,951700236346552320,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
51,0.0094,52,Fri Jan 12 06:19:52 +0000 2018,0.094,0.81,0.096,951700235851575297,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
52,0.0094,53,Fri Jan 12 06:19:51 +0000 2018,0.094,0.81,0.096,951700232773005312,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
53,0.4939,54,Fri Jan 12 06:19:51 +0000 2018,0.0,0.842,0.158,951700232361852928,RT @CNN: The Carrier plant that President Trump pledged to save lays off another 215 workers https://t.co/GwLpBGuiBt https://t.co/SpoiweEOOe
54,0.0094,55,Fri Jan 12 06:19:51 +0000 2018,0.094,0.81,0.096,951700231091113984,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
55,0.0,56,Fri Jan 12 06:19:51 +0000 2018,0.0,1.0,0.0,951700230940045312,@Thomas1774Paine Would a white man return to his job after each New Years Eve getting shitfaced on camera and setti… https://t.co/yePBkRYaPe
56,-0.6124,57,Fri Jan 12 06:19:50 +0000 2018,0.286,0.714,0.0,951700227567865856,Finally calling @realDonaldTrump a racist - you’re only about 2 years late @AC360 @CNN
57,0.4939,58,Fri Jan 12 06:19:50 +0000 2018,0.0,0.842,0.158,951700226187853824,RT @CNN: The Carrier plant that President Trump pledged to save lays off another 215 workers https://t.co/GwLpBGuiBt https://t.co/SpoiweEOOe
58,0.0094,59,Fri Jan 12 06:19:50 +0000 2018,0.094,0.81,0.096,951700225873166337,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
59,-0.836,60,Fri Jan 12 06:19:50 +0000 2018,0.317,0.683,0.0,951700225743351814,@CassandraRules I didnt see anyone at CNN cry when Hilary and her foundation were literally raping Haiti. @cnn didn… https://t.co/Rol3AoViSw
60,0.0094,61,Fri Jan 12 06:19:50 +0000 2018,0.094,0.81,0.096,951700225680396288,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
61,0.6124,62,Fri Jan 12 06:19:50 +0000 2018,0.0,0.688,0.312,951700225604939777,@Fuctupmind @FCC @CNN @donlemon @BasedMonitored Please follow me and help get this started
62,-0.5423,63,Fri Jan 12 06:19:50 +0000 2018,0.157,0.784,0.059,951700225093115909,"RT @CNN: CNN legal analyst Jeffrey Toobin on President Trump's ""shithole countries"" remark: ""The President has racist views. ... How long d…"
63,0.3182,64,Fri Jan 12 06:19:49 +0000 2018,0.0,0.892,0.108,951700223453220864,"According to my calculations which are exact, there's only one Universe and this will expand and grow forever, with… https://t.co/xZbVDzPVEH"
64,0.0094,65,Fri Jan 12 06:19:49 +0000 2018,0.094,0.81,0.096,951700222769598464,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
65,0.0,66,Fri Jan 12 06:19:49 +0000 2018,0.0,1.0,0.0,951700220991168512,"RT @CNN: Ana Navarro on Trump's ""shithole countries"" remark: ""We cannot normalize the fact that Donald Trump has turned the Oval Office int…"
66,0.0094,67,Fri Jan 12 06:19:49 +0000 2018,0.094,0.81,0.096,951700220697595905,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
67,0.0094,68,Fri Jan 12 06:19:48 +0000 2018,0.094,0.81,0.096,951700219720323073,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
68,0.0094,69,Fri Jan 12 06:19:48 +0000 2018,0.094,0.81,0.096,951700219649036288,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
69,0.0,70,Fri Jan 12 06:19:48 +0000 2018,0.0,1.0,0.0,951700219435118592,"RT @ahmdabdallah_JP: @ArcturusYeomans @CNN ? "" ATHEISM EXPLAINED IN 45 SECONDS"" ? 

 https://t.co/Zt83eJ21Db

@thegrugq_ebooks"
70,0.0094,71,Fri Jan 12 06:19:48 +0000 2018,0.094,0.81,0.096,951700219095343104,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
71,0.5423,72,Fri Jan 12 06:19:48 +0000 2018,0.0,0.791,0.209,951700218638209024,"@richieb56946504 @CNN He signed a park into law....

1. That doesn’t help black ppl in any substantial fashion (Eco… https://t.co/fH9rxP26QH"
72,-0.3182,73,Fri Jan 12 06:19:48 +0000 2018,0.103,0.897,0.0,951700217497239552,"RT @theTrumpSpring: @AC360 Ironically, Haitian people were ignored, by @CNN, during the election. All of their efforts, to hold the Clinton…"
73,0.0094,74,Fri Jan 12 06:19:48 +0000 2018,0.094,0.81,0.096,951700217346318336,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
74,-0.126,75,Fri Jan 12 06:19:48 +0000 2018,0.122,0.776,0.102,951700217266614272,@b_bvance @CNN @donlemon @MSNBC And u are part of the problem @b_bvance! It is people like YOU that give our entire… https://t.co/3qOoWlUnN2
75,0.0094,76,Fri Jan 12 06:19:47 +0000 2018,0.094,0.81,0.096,951700216247398401,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
76,-0.5423,77,Fri Jan 12 06:19:47 +0000 2018,0.212,0.788,0.0,951700214825603072,"@thehill Big Ass #Shithole by that microphone #FailingDonaldTrump #ShitHolePresident @realDonaldTrump 

Let's not f… https://t.co/jiRKgJKRmw"
77,0.0094,78,Fri Jan 12 06:19:47 +0000 2018,0.094,0.81,0.096,951700213626036224,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
78,-0.8689,79,Fri Jan 12 06:19:46 +0000 2018,0.366,0.634,0.0,951700210840940544,"RT @CNN: ""Not racial. Not racially charged. Racist. ... The sentiment the President expressed today is a racist sentiment."" Anderson Cooper…"
79,0.0,80,Fri Jan 12 06:19:46 +0000 2018,0.0,1.0,0.0,951700210706563072,@FilmLadd @CNN Why do people advertise on CNN period? Its ratings are atrocious.
80,-0.6808,81,Fri Jan 12 06:19:46 +0000 2018,0.29,0.625,0.085,951700209997934593,RT @CNN: Demand for a drug that protects against radiation poisoning spiked after US President Donald Trump's Twitter battle about the size…
81,0.0094,82,Fri Jan 12 06:19:46 +0000 2018,0.094,0.81,0.096,951700209943416832,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
82,0.0094,83,Fri Jan 12 06:19:46 +0000 2018,0.094,0.81,0.096,951700209729355776,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
83,0.0094,84,Fri Jan 12 06:19:45 +0000 2018,0.094,0.81,0.096,951700207296753664,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
84,-0.0772,85,Fri Jan 12 06:19:45 +0000 2018,0.168,0.681,0.152,951700205694476288,@CNN @StCollinson America is truly in its darkest hour with this #Conmaninchief as our president
85,0.5719,86,Fri Jan 12 06:19:45 +0000 2018,0.0,0.837,0.163,951700205044404224,@CNN @andersoncooper Implying and seeing everything about RACE is exactly WHY Trump will won again in 2020. It’s NO… https://t.co/p3OMhUWgwn
86,0.0094,87,Fri Jan 12 06:19:45 +0000 2018,0.094,0.81,0.096,951700204918468608,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
87,0.4939,88,Fri Jan 12 06:19:45 +0000 2018,0.0,0.842,0.158,951700204364926976,RT @CNN: The Carrier plant that President Trump pledged to save lays off another 215 workers https://t.co/GwLpBGuiBt https://t.co/SpoiweEOOe
88,0.0,89,Fri Jan 12 06:19:44 +0000 2018,0.0,1.0,0.0,951700203467194369,RT @alleng20055795: @wisecroneknows @CrossBriton @WaysMeansCmte @CNN @RonWyden @TheDemocrats @RepRichardNeal @RepLloydDoggett @RepLindaSanc…
89,0.0,90,Fri Jan 12 06:19:44 +0000 2018,0.0,1.0,0.0,951700202678874112,"RT @BrotherVet: @hotfunkytown @realDonaldTrump @CNN Get over it Washington DC

Trump is not your political PUPPET 

He Is The People's @POT…"
90,0.0094,91,Fri Jan 12 06:19:43 +0000 2018,0.094,0.81,0.096,951700198463504384,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
91,-0.8689,92,Fri Jan 12 06:19:43 +0000 2018,0.366,0.634,0.0,951700198396280833,"RT @CNN: ""Not racial. Not racially charged. Racist. ... The sentiment the President expressed today is a racist sentiment."" Anderson Cooper…"
92,-0.4215,93,Fri Jan 12 06:19:43 +0000 2018,0.113,0.887,0.0,951700197494714373,"RT @CNN: US President Donald Trump's blast at immigrants from ""shithole"" countries was a bombshell -- but no one who has watched his politi…"
93,0.4767,94,Fri Jan 12 06:19:43 +0000 2018,0.0,0.806,0.194,951700196106305536,"RT @Fuctupmind: Hi @FCC please fine @CNN appropriately for this @donlemon clip that aired live today.
CC: @BasedMonitored https://t.co/QR6o…"
94,0.4767,95,Fri Jan 12 06:19:42 +0000 2018,0.0,0.806,0.194,951700195229790208,"RT @Fuctupmind: Hi @FCC please fine @CNN appropriately for this @donlemon clip that aired live today.
CC: @BasedMonitored https://t.co/QR6o…"
95,0.0094,96,Fri Jan 12 06:19:42 +0000 2018,0.094,0.81,0.096,951700194822942721,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
96,0.0,97,Fri Jan 12 06:19:42 +0000 2018,0.0,1.0,0.0,951700194227240960,RT @RealSaavedra: .@CNN calls President Donald Trump a 'shithole' on live TV. https://t.co/uEqKTF2WJ1
97,-0.6819,98,Fri Jan 12 06:19:42 +0000 2018,0.27,0.632,0.098,951700193489154048,"RT @CNN: .@donlemon on President Trump: ""He is a racist ... but it's more important to be strategic than outraged"" https://t.co/YhQrjiIOKr"
98,0.0094,99,Fri Jan 12 06:19:42 +0000 2018,0.094,0.81,0.096,951700192465584129,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
99,0.0094,100,Fri Jan 12 06:19:41 +0000 2018,0.094,0.81,0.096,951700189911240704,"RT @CNN: ""Let me be clear tonight. The people of Haiti have been through more... withstood more -- they've fought back against more injusti…"
